content,is_spam
**CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE****,1
Check out this video on YouTube:﻿,1
Check out this video on YouTube:﻿,1
charlieee :DDDD (Those who saw Lost only will understand)﻿,0
wow,0
2 Billions in 2014,0
i check back often to help reach 2x10^9 views and I avoid watching Baby﻿,0
"I'm sorry Katy Perry, I was being weird. I still love you &lt;3﻿",0
Check out this video on YouTube:but I&#39;m not Rhinnah﻿,1
Please check out my vidios﻿,1
plese subscribe to me﻿,1
Please check out my New Song (MUSIC VIDEO) AD - Dont Play,1
This video is so racist!!! There are only animals.﻿,0
I personally have never been in a abusive relationship. I probably never will. I don&#39;t hit women. Mom has my dad used to hit my mom before he left. I can relate I&#39;m writing about one at the moment subscribe to hear it. EVERY fan counts.﻿,1
Pleas subscribe my channel﻿,1
I hate it when Laura Bennett comes in﻿,0
hey guys i know you wanna skip over this but please take a chance and check out my music I&#39;m a young up and coming rapper with a big dream and i appreciate constructive critisism. so please have a look thank you for your time,1
Nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk﻿,0
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The metal drews the reflective effect. Why does the expansion intervene the hilarious bit? The sneeze witnesss the smoke.",1
I want new song,0
Hiya😊 I just started YouTube and it would mean a lot if some of you could  subscribe and watch my first video?xx﻿,1
Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,0
"Hey guys! I've made a amazing Smiley T-Shirt.Of all the things you wear,  your expression is the most important and remember all the statistics in  the world can’t measure the warmth of a smile. If you're a big fan of  T-Shirts and want to gets more happiness, it's perfect for you.  Check this  out and buy it at www.teespring.com/smiley12 =)) thanks you guys so  much!!! ﻿",1
subscribe to me for call of duty vids and give aways Goal-100 subs﻿,1
"I don&#39;t understand this song, I have had the passion for women feel like im losing my mind but i don&#39;t understand the ideas of loving the the way someone lies.....﻿",0
"Check out this video on YouTube: <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Eminem"">#Eminem</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Lovethewayyoulie"">#Lovethewayyoulie</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23RapGod"">#RapGod</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23King"">#King</a> ﻿",1
"YouTube collaborator&#39;s anyone? subscribe to me, I&#39;ll subscribe back. I also will start uploading more YouTube videos.  <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23LMFAO"">#LMFAO</a>﻿",1
shakira is best for worldcup﻿,0
http://www.mediafire.com/download/yvovhafsv5qzzqo/Video.rar    download and  make money today ﻿,1
Check out this video on YouTube:﻿,1
"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I don’t have any money for advertisements, no chance of getting heard, nothing. I live in such a small town... If this comes off as spam, sorry. I’m an instrumental songwriter from Columbus, Mississippi. Please go to my channel and check out my original music. It would be highly appreciated if you thumbs up this comment so my music can be heard! Thank you, Adam Whitney ",1
Check out my channel please.,1
Such a good song ans Katy sounds great over the melody. Im growing as an  artist everyday from my hit song 'CRAZY' which has got my name out there.  cant thank my fans more for their support. If you could take a moment? to  check it and my music? maybe you'll join me to make my dream come true :)  thank you for your time﻿,1
"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",1
❤️ ❤️ ❤️ ❤️ ❤️❤️❤️❤️﻿,0
THUMBS UP FOR ROBO GUY BABY﻿,0
Check out this video on YouTube:<br />﻿,1
"I love katy fashions tiger, care to visit my blog sinar jahitan  I also have the tiger collections tqvm﻿",1
"I've figured out why I dislike this song: it's supposed to be a power  ballad right? Something that's uplifting and motivating by the end.  However, the final chorus has NO extra UMPH at the end and actually sounds  just like the first one. Instead of crescendo-ing into a powerful finish,  ""Roar"" just says on the same wavelength. It falls flat.﻿",0
"Cool Video LMFAOVEVO! You should check out my shuffling videos on my channel when you get the chance. It&#39;s much appreciated. Cheers! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23EveryDayImVaping"">#EveryDayImVaping</a> ;-)﻿",1
http://hackfbaccountlive.com/?ref=4344749﻿,1
"Haha, I can&#39;t believe how many kids listen to Eminem.  You kids know that he does drugs and ends high in jail. I wonder why he never ended OD. ﻿",0
I don&#39;t think this song will ever get old ﻿,0
https://www.facebook.com/pages/Hiphop-Express/704682339621282                 like this page yo﻿,1
Also check out D.j.j where do i go now and road to recovery,1
"The first billion viewed this because they thought it was really cool, the  other billion and a half came to see how stupid the first billion were...﻿",0
Please give us a chance and check out the new music video on our channel!  You won't be disappointed.﻿,1
Subscribe My Channel﻿,1
Okay trust me I&#39;m doing a favor. You NEED to check out this guy named Columbus Nelson on YouTube.,1
"You are all sheep, period. This is terrible music.﻿",0
Katy has a voice of an Angel﻿,0
Katty perry please say in one of your new videoes that they follow the  Girls Girls please﻿,1
Me and my big sister like you﻿,0
"hey guys if you guys can please SUBSCRIBE to my channel ,i&#39;m a young rapper really dedicated i post a video everyday ,i post a verse (16 bars)(part of a song)everyday to improve i&#39;m doing this for 365 days ,right now i&#39;m on day 41  i&#39;m doing it for a whole year without missing one day if you guys can please SUBSCRIBE and follow me on my journey to my dream watch me improve, it really means a lot to me  thank you (:, i won&#39;t let you down i promise(: i&#39;m lyrical i keep it real!",1
This song makes me want to drink bleach﻿,0
"What the hell this song is already five years old?? I remember when it first came out, this was my jam﻿",0
"Hello everyone, It Is not my intention to spam and am truly sorry If anyone Is annoyed by this but just please hear me out.  I am a rapper, singer, music producer and a song writer and have been making music for a while now, eight years to be exact.  I enjoy making all types of music that anyone can listen to, doesn&#39;t have me talking about killing anyone and most importantly, focuses on the quality of the music.  Please check out my page, It&#39;s only a click away.  Thank you and have a nice day :)",1
Check out my channel :),1
I  love you Eminem﻿,0
i want to smack this year boy in to forever﻿,0
like the songs﻿,0
"A  friend of mine has invented a big dick formula. He had a small dick (4  inches) and he did some research about this topic. During the research, he  found out the secret knowledge of penis enlargement. He applied what he  had learned and now he has a 7 inch dick. He was absolutely amazed by his  results. Of course, it took a few months. Therefore, he has written a book  about this issue in order to help guys. He asked me to promote his book :)  So, guys if you are interested and for more info check this out  https://payhip.com/b/oTIb  . He is selling it for symbolic £1. Thank you ;)﻿",1
I love this video about Bitcoin. I hope you'll love it too!,0
"Part 5. Comforter of the afflicted, pray for us Help of Christians, pray for us Queen of Angels, pray for us Queen of Patriarchs, pray for us Queen of Prophets, pray for us Queen of Apostles, pray for us Queen of Martyrs, pray for us Queen of Confessors, pray for us Queen of Virgins, pray for us Queen of all Saints, pray for us Queen conceived without original sin, pray for us Queen of the most holy Rosary, pray for us Queen of the family, pray for us Queen of peace, pray for us ",1
Check out this video on YouTube:﻿,1
great song you go katy!﻿,0
"Every time I hear this song, I think about Iniesta&#39;s goal against the Netherlands...﻿",0
Almost a billion﻿,0
like this comment then type 1337,1
subscribe me plzzzzzzz plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz﻿,1
check out my channel for rap and hip hop music,1
watch?v=vtaRGgvGtWQ   Check this out .﻿,1
If you looking for new music to listen to check out cece song called  dead2me on iTunes music video out now right here on youtube.﻿,1
"Holy crap. 800,000,000 views?!﻿",0
everyones back lool this is almost 3 years old and people are still hear!  xD﻿,0
How are there 2 billion views and theres only 2 million people in the  world!?!?!?!! MULTIPLE ACCOUNTS!!!1111﻿,0
i want to be that robot guy...﻿,0
Check out this video on YouTube:﻿,1
#2015 **** YEAH﻿,0
"NEW GOAL!   3,000,000!  Let's go for it!﻿",0
She looks like Megan Fox 😂 xD!!﻿,0
Awesome﻿,0
Hi everyone. We are a duo and we are starting to record freestyles and put them on youtube. If any of you could check it out and like/comment it would mean so much to us because we love doing this. We may not have the best recording equipment but if you listen to our lyrics and rhymes I think you&#39;ll like it. If you do then please subscribe and share because we love making these videos and we want you to like them as much as possible so feel free to comment and give us pointers! Thank you!,1
wow,0
Subscribe to my Youtube Channel!! :) Suscribite a mi canal de Youtube -WhatUKnow,1
XD I WAS GOING CRAZY ****IN CRAZY WATCHIN THIS BRAH﻿,0
Check out this video on YouTube:﻿,1
Check out this playlist on YouTube:<br /><br />﻿,1
I swear Shakira keeps getting more and more gorgeous! She definitely looks more gorgeous with her hair this way than super curly.﻿,0
Thumbs up if FE-FE-FE-FE-FEGELEIN brought u here﻿,1
"Hey youtubers... I really appreciate all of you who took the time, to read this, I am just a 19 year old boy who wants to be a successful musician in the music world. I dont have any money to advertise my channel, If you could just visit my channel, comment on my video or subscribe, that would be great.... It will only be few seconds of your life..... Thank u to all the people who just gave me a chance l really appreciate it  ",1
super music﻿,0
In my head this is like 2 years ago.. Time FLIES﻿,0
Hey guys ready for more 87 Cyphers back check out my video on YouTube. NEW ALBUM IS OUT CHECK IT OUT. MORE MUSIC TOMORROW THANKS FOR READING,1
BEAUTIFUL,0
I like it<br />﻿,0
C'mon 3 billion views!!!!!!!!﻿,0
still watching in 2015...﻿,0
some classsic :))))﻿,0
Katy has conqueror's haki &gt;:)﻿,0
"If I knew Korean, this would be even funnier. At least a bit at the end was  in English, but was spoken quite rapidly.﻿",0
"She is good. Does she make any more music? If she doesn't, she should!﻿",0
Rihanna is absolutely gorgeous in this video.﻿,0
i like this steps...﻿,0
How can this music video get 2 billion views while im the only one watching  here on earth?????? lol﻿,0
she is megan fox?because she is very similar﻿,0
 Once you have started reading do not stop. If you do not subscribe to me  within one day you and you're entire family will die so if you want to stay  alive subscribe right now.﻿,1
Check out this video on YouTu﻿,1
CHECK OUT MY YOUTUBE VIDEOS FOR FUNNY AND COOL RAP,1
I'm watching this in 2014﻿,0
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mammoth waste achieve the shock? How does the limit reduce the delicate minute? How does the meaty scale adapt the oil?",1
i love song :)﻿,0
CHECK MY CHANNEL FOR MY NEW SONG 'STATIC'!! YOU'LL LOVE IT!!﻿,1
"i been working so hard for the past 60 days to improve i been writing/recording/mixing/performing 16 bars everyday im doing it for a whole year(365 days) today i&#39;m on day 60 today i work so hard now i&#39;m doing 2 verses everyday to improve i&#39;m going all the way to 365 PLEASE SUBSCRIBE to my channel  help me build a fan base ,watch me improve,help me get closer to my dream i&#39;m lyrical and i keep it real i won&#39;t leave you down i promise(: PLEASE SUBSCRIBE please like this  commment so people can see",1
"yo I know nobody will probably even read this..  but, Imma type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You",1
This is so stupid. If you Roared at a Lion in real life you'd dede﻿,0
The rap: cool     Rihanna: STTUUPID﻿,0
I subscribed it<br />﻿,1
"Hey Guys, I know you tend to skip these comments, but Take a look first.  I am Free Fire, A Big Room, Progressive House, Deep House, Dubstep &amp;  Chillstep Producer from a small town in Missouri. Down here, I have no  support from the community, and all I really ask is some critiquing,  Support, and Views.   My Music has gotten much better then what it was 10 months ago, and I  promise my new content should be more then satisfying. Soon I should be  able to advertise and I wont pester you guys anymore.  So gimme a chance and check out my music, thanks and god bless.﻿",1
"hey guy if you can please SUBSCRIBE to my channel im a young dedicated rapper i post videos everyday to improve  i write/perform/record/mix/edit/post everyday  i do a verse everyday (16 bars)to improve i&#39;m doing it for 365 days a whole year to improve right now i&#39;m on day 46  if you guys can please like this comment so everyone can see it and follow me on my journey/watch me improve everyday SUBSCRIBE PLEASE I&#39;m lyrical and i keep it real  help me reach my dream,help me build a fan base,THANKS(:",1
LIKE AND SUBSCRIBE﻿,1
"  Haha , Miley Cyrus has done it once again  Today someone leeched a porno video with her on a celeb site   I believe the website link is : miley-celeb-news.co.uk in case you want to view it.... ",1
Thumbs up if you listen this in 2015.﻿,0
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mother approve the axiomatic insurance? The fear appoints the roll. When does the space prepare the historical shame?",1
Check out this playlist on YouTube:chcfcvzfzfbvzdr﻿,1
http://ubuntuone.com/40beUutVu2ZKxK4uTgPZ8K﻿,1
SUBSCRIBE TO ME! I MAKE MUSIC!,1
Sign up for free on TSU and start making money on social media add/follow  me and ill add follow you!! http://tsu.co/Roberts9010﻿,1
https://www.change.org/p/facebook-twitter-youtube-do-not-censor-julien-blanc ﻿,1
Hi loving it﻿,0
Imagine this in the news crazy woman found acting like a tiger and bit jims  ear off﻿,0
Check out this video on YouTube:﻿,1
"The most watched video on YouTube is Psy’s “Gangnam Style”, with 2.1  billion views. PSY - GANGNAM STYLE (강남스타일) M/V﻿",0
watch this with sound off!﻿,0
Please subscribe to my channel!Thanks!﻿,1
https://www.facebook.com/pages/%D8%AA%D8%AD%D9%85%D9%8A%D9%84-%D8%A7%D8%AC%D9%85%D9%84-%D8%A7%D9%84%D8%A7%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89___-music/674732645945877 ﻿,1
subscribe to my chanell﻿,1
"She kinda let herself go, huh?﻿",0
I love shakira<br />❤❤❤❤﻿,0
We can have a party next share﻿,1
Abomination! Subscribe if you agree :| party here in my channel. cool lights.﻿,1
curti? click here ?  https://www.facebook.com/demiilovatofas?ref=hl   https://www.facebook.com/pages/Frases-Secretas/448800865296855?ref=hl﻿,1
most viewed video in the world﻿,0
Party Rock<br />﻿,0
Check out this video on YouTube:﻿,1
Cutie girl and beautiful song,0
Check Out LEANDRUS - PLAYTIME It&#39;s awesoooome !!,1
fave song﻿,0
wtf. subscribe my channel thanx ;),1
ROAAAAARRRRRR 🐯🐯🐯﻿,0
"She named the tiger Kitty Purry  No, seriously, she did, check the video ﻿",0
Check Out The New Hot Video By Dante B Called Riled Up,1
Check out this video on YouTube:﻿,1
Check out this video on YouTube:﻿,1
Please Subscribe In My Channel →﻿,1
every bady yust have a good time﻿,0
"Hey I think I know what where dealing with here!!!! I have some theories of  how this could've gotten 2billion hits!! 1. This was mabey made in korea and its realy popular there so they were  stuck watching this over and over again. 2. Over 2billion people have access to the Internet, including youtube, and  the numbers are rising, by 2017 half of the populatoin will be connected. 3. Hackers In Korea may have loved it so much they rised it to 2billion  hits to make it more popular.  4. The song was featured in a just dance game, on multiple mp3s, and been  seen on concerts and even on new years eve event in 2012, so just by seeing  those you mabey adding more hits to this video. 5. You are complaining to much on how the heck this has 2b hits.﻿",0
Oh my god go to 1 billion of replay i love shakira﻿,0
"if your like drones, plz subscribe to Kamal Tayara. He takes videos with  his drone that are absolutely beautiful.﻿",1
reminds me of this song https://soundcloud.com/popaegis/wrenn-almond-eyes﻿,1
Hey! I&#39;m a 16 Year old rapper from Texas I don&#39;t rap &quot;PMW&quot; but I promise my music will NOT disappoint.. Search therealchrisking1 to find me and listen to my track &quot;Memory Lane&quot; I just released my 3RD mix-tape &quot;Crown Me&quot; and so far I&#39;ve had nothing but good reviews about it. I&#39;m not asking you to like or subscribe but just 1 view will help me catch my dream. and if you could leave a comment letting me know what you think it would be MUCH appreciated also. Thank you.,1
My favorite song 💗💗💗💗﻿,0
Check out this video on YouTube:﻿,1
"870,000,000 views...566,000 comments...oh my lanta﻿",0
RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX)  CLICK! SUBSCRIBE!,1
Best song ever made i swear :D i still hear even doe it old!! who else?﻿,0
"I love this song, can&#39;t believe it was 5 years ago, it doesn&#39;t get old though﻿",0
Check out this playlist on YouTube:﻿,1
"Dance dance,,,,,Psy  http://www.reverbnation.com/msmarilynmiles﻿",1
2015 &lt;3﻿,0
Follow me on Twitter @mscalifornia95﻿,1
"Hey guys, I&#39;m a human.<br /><br /><br />But I don&#39;t want to be a human, I want to be a sexy ****ing giraffe.<br /><br /><br />I already have the money for the surgery to elongate my spinal core, the surgery to change my skin pigment, and everything else! Like this post so others can root me on in my dream!!!!<br /><br /><br />Im ****ing with you, I make music, check out my first song! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23giraffebruuh"">#giraffebruuh</a>﻿",1
my son love so much﻿,0
love the you lie the good﻿,0
I know it old song but (like) if you watching in 2015﻿,0
"Its a good song and i like her video clip, because its a bout a girl that  her airplane crashed on a land far far away... and she found the way to  survive! And i love the pet tiget too( Kitty Purpy) lol :D﻿",0
EVERYONE PLEASE GO SUBSCRIBE TO MY CHANNEL OR JUST LOON AT MY VIDEOS﻿,1
Nice! http://www.barnesandnoble.com/s/BDP?csrfToken=I9tIxe8cNkCosOqkEMGjLU5uwv6nSXSO&amp;sort=DD&amp;size=90&amp;csrftoken=89Iyec7nrWP5NYtnO5U7amhVmfLUtgGL&amp;dref=5094&amp;keyword=BDP&amp;store=EBOOK ﻿,1
https://www.facebook.com/pages/Komedi-burda-gel/775510675841486﻿,1
HOW DO YOU PUT A PICTURE FOR YOUR IMAGE THINGIE?!?!﻿,1
I dont even watch it anymore i just come here to check on 2 Billion or not﻿,0
Check out this video on YouTube:﻿,1
"You exactly who u want to be,watching your favourite rappers on tv﻿",0
Honestly speaking except taylor swift and adele i don't lile any of the  modern day singers. But i must say whenever i hear this song i feel  goosebumps. Its quite inspiring!! Thanks miss Perry!﻿,0
"Please check out my youtube channel! Just uploaded my first youtube video please check it out, you will not regret it!",1
I    loved        it           so       much          because         you          get         to         stand            fear .﻿,0
Check out this video on YouTube:﻿,1
Hey Go To My Channel Check Out My Dongs Thanks YouTuber&#39;s,1
This Song Was Good Until It Got Overplayed The Hell Out Of On Radio﻿,0
PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿,0
Its almost Katys birthday! October 25th Lets say happy birthday to katy!!! ♥♥♥♥♥♥﻿,0
2011- the last year of decent music.﻿,0
Pleas subscribe GamezZ MTA my channel<br />﻿,1
"Usually guys I would vote people like this down but actually check out his channel, it reminds me of a smaller version of 8 mile. Give this guy a chance since everyone has to start somewhere!",1
Omg﻿,0
Thumbs up if your watching in 2015﻿,1
Remove This video its wank﻿,0
Anybody who subscribes to me will get 10 subscribers﻿,1
guys please subscribe me to help my channel grow please guys﻿,1
"Damn, this was everywhere﻿",0
this jap is such a piece of shit. he is such a worthless fish head. i dont  know how any one likes this dumb untanlted gook. this isnt even ****en  music. this is so ****ing sad that this is even such thing. people are so  ****ed up.﻿,0
She is a perfect wonder.....﻿,0
Who is watching in 2015 like﻿,0
The Funny Thing Is That this song was made in 2009 but it took 2 years to  get to america.﻿,0
Check out this video on YouTube:﻿,1
I remember back when this was so popular everyone on our school was shuffling it was crazy﻿,0
I hate rap and I like this song﻿,0
hey guys im 17 years old remixer and producer and i want you guys to help me checking my videos i am sure you will love those music if you love them then subscribe so you will know more about me:)﻿,1
How can this song have 629 million views while there are only 7 million  people in the world?﻿,0
Eminem et Rihana trop belle chanson﻿,0
so cute that monkey *-*! ﻿,0
Awsome<br />﻿,0
"This Will Always Be My Favorite Song<br />But My Favorite Part Is <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=3m40s"">3:40</a>-<a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=4m11s"">4:11</a> In The Video ﻿",0
Check out this video on YouTube:﻿,1
Wow she is sexy XD﻿,0
CHECK OUT MY CHANNEL BOYS AND GIRLS ;),1
"Made five years ago and people still don&#39;t understand the message this song is conveying. For those of you who don&#39;t, understand that domestic violence is no game, women like the fictional one in this video do exist. Living their lives with a man who abuses her, but still chooses to stay for not the love, but for the sexual feeling he gives her. This is quite sad, actually. ﻿",0
i like and love so much people all friends..... I love Shakira ^^,0
Hello I&#39;am from Palastine﻿,1
She&#39;s such an awesome entertainer. And pretty too! &lt;3 Shakira!﻿,0
"How did THIS Video in all of YouTube get this many views and likes? Why  Gangnam style? I don't have a problem with it, i just don't understand the  phenomena behind it, it's just like any other random music video out  there. ﻿",0
dude check out psy,1
This makes me miss the world cup,0
Hey Guys Jaylan Here And I Just Wanted Everybody To Know if Yall Can Subscribe Please That Would Be Great! This Is My New Gaming Channel (Have Not Uploaded Yet)But I Will Upload If I Hit About 10 Subs Thank You :D﻿,1
Check out this video on YouTube:﻿,1
You can not hate eminem and nirvana...trust me﻿,0
I love this shit but I disliked it because it's sucks﻿,0
"Hey, join me on tsū, a publishing platform where I share my content now:  http://tsu.co/MarkusMairhofer﻿",1
Song name??﻿,0
PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿,0
Dance :)﻿,0
is that megan fox x:D?﻿,0
Beautiful song﻿,0
This is the best of the best video in world!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
In the beginning she was scared off everything and next thing you know she  is out in a leopard bikini!﻿,0
This video is kinda close to 1 million  views <br />﻿,0
Eminem is idol for very people in España and Mexico or Latinoamerica﻿,0
Check out this video on YouTube:﻿,1
This the best song i ever hire<br />﻿,0
What does that tattoo on her right tricep say?﻿,0
Come and watch my video it is called the odowd crowd zombie movie part 1 ﻿,1
"no where near one of eminems actual best songs, real fans know what im talking about: Untitled, cold wind blows, welcome 2 hell, elevator, business, wtp, almost famous, 25 to life, rock bottom, no apologies, same song and dance, without me, way i am, toy soldiers, mosh and insane &lt; songs off the top of my head that&#39;s better﻿",0
Subscribe to me channel to see the most credible bitcoin news on Youtube!,1
Eminem is the greatest artist to ever touch the mic.﻿,0
Please.. Check my channel out:) I subscribe back..;),1
everyday I&#39;m shufflin﻿,0
Hello I&#39;m from Bulgaria﻿,0
https://www.indiegogo.com/projects/cleaning-the-pan--2    please halp me  with my project﻿,1
i like the lyrics but not to music video﻿,0
Your the best♣♥﻿,0
Great video by a great artist in Katy Perry! Admire her creativity! Check  out our channel for no nonsense mobile tech reviews and comparisons as well  as an iPhone 6 and 6 Plus review and comparison!﻿,1
:),0
I really love this video.. http://www.bubblews.com/account/389088-sheilcen﻿,1
This is a weird video.﻿,0
Bitcoin is the future. Buy now!,1
https://www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like this  facebook-page! Chance to win an Iphone 5S!﻿,1
this song is fu cking awesom!!!!!!!﻿,0
Shakira I love you,0
5th most viewed video.. i guess﻿,0
Check out this playlist on YouTube:י<br /><br /><br /><br />⛺🏤⛺⛺﻿,1
Check out my videos guy! :) Hope you guys had a good laugh :D,1
Hello. İ am from Azerbaijan<br />﻿,0
gofundme.com/grwmps﻿,1
JUST DANCE 3 😂😂😂﻿,0
"Huh, anyway check out this you[tube] channel: kobyoshi02",1
Check out this video on YouTube:﻿,1
Check out this video on YouTube:﻿,1
hey guys look im aware im spamming and it pisses people off but please take a moment to check out my music.  im a young rapper and i love to do it and i just wanna share my music with more people  just click my picture and then see if you like my stuff,1
